Region,Province,Municipality,Year,Count
Region X - Northern Mindanao,BUKIDNON,LIBONA,1999,1
Region X - Northern Mindanao,BUKIDNON,LIBONA,2001,2
Region X - Northern Mindanao,BUKIDNON,LIBONA,2003,6
Region X - Northern Mindanao,BUKIDNON,LIBONA,2004,4
Region X - Northern Mindanao,BUKIDNON,LIBONA,2005,5
Region X - Northern Mindanao,BUKIDNON,LIBONA,2006,8
Region X - Northern Mindanao,BUKIDNON,LIBONA,2007,3
Region X - Northern Mindanao,BUKIDNON,LIBONA,2008,2
Region X - Northern Mindanao,BUKIDNON,LIBONA,2009,6
Region X - Northern Mindanao,BUKIDNON,LIBONA,2010,7
Region X - Northern Mindanao,BUKIDNON,LIBONA,2011,10
Region X - Northern Mindanao,BUKIDNON,LIBONA,2012,9
Region X - Northern Mindanao,BUKIDNON,LIBONA,2013,7
Region X - Northern Mindanao,BUKIDNON,LIBONA,2014,7
Region X - Northern Mindanao,BUKIDNON,LIBONA,2015,8
Region X - Northern Mindanao,BUKIDNON,LIBONA,2016,4
Region X - Northern Mindanao,BUKIDNON,LIBONA,2017,2
Region X - Northern Mindanao,BUKIDNON,LIBONA,2018,13
Region X - Northern Mindanao,BUKIDNON,LIBONA,2019,6
Region X - Northern Mindanao,BUKIDNON,LIBONA,2020,5
Region X - Northern Mindanao,BUKIDNON,MALITBOG,1988,4
Region X - Northern Mindanao,BUKIDNON,MALITBOG,1998,1
Region X - Northern Mindanao,BUKIDNON,MALITBOG,1999,1
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2000,2
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2003,2
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2006,1
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2007,5
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2008,2
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2011,2
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2012,1
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2013,5
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2014,1
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2015,1
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2017,4
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2018,2
Region X - Northern Mindanao,BUKIDNON,MALITBOG,2019,1
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1989,12
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1990,3
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1991,1
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1992,3
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1993,15
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1994,11
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1995,7
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1996,9
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1997,10
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1998,8
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,1999,12
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2000,7
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2001,21
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2002,17
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2003,17
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2004,12
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2005,20
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2006,41
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2007,36
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2008,40
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2009,24
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2010,41
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2011,47
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2012,46
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2013,35
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2014,32
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2015,58
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2016,44
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2017,24
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2018,36
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2019,49
Region X - Northern Mindanao,BUKIDNON,MANOLO FORTICH,2020,5
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1989,1
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1990,5
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1991,3
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1993,4
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1994,3
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1995,2
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1996,7
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1997,4
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1998,7
Region X - Northern Mindanao,BUKIDNON,MARAMAG,1999,4
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2000,8
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2001,9
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2002,13
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2003,12
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2004,6
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2005,7
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2006,29
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2007,16
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2008,24
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2009,14
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2010,19
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2011,24
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2012,24
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2013,14
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2014,29
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2015,29
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2016,37
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2017,37
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2018,48
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2019,57
Region X - Northern Mindanao,BUKIDNON,MARAMAG,2020,5
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,1990,1
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,1993,2
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,1994,3
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,1995,3
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,1998,1
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2001,1
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2002,3
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2003,1
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2004,7
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2005,2
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2006,1
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2007,2
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2008,6
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2009,3
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2010,1
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2011,2
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2012,10
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2013,2
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2014,6
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2015,5
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2016,3
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2017,4
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2018,5
Region X - Northern Mindanao,BUKIDNON,PANGANTUCAN,2019,7
Region X - Northern Mindanao,BUKIDNON,QUEZON,1989,2
Region X - Northern Mindanao,BUKIDNON,QUEZON,1991,1
Region X - Northern Mindanao,BUKIDNON,QUEZON,1993,3
Region X - Northern Mindanao,BUKIDNON,QUEZON,1994,4
Region X - Northern Mindanao,BUKIDNON,QUEZON,1995,6
Region X - Northern Mindanao,BUKIDNON,QUEZON,1996,3
Region X - Northern Mindanao,BUKIDNON,QUEZON,1998,2
Region X - Northern Mindanao,BUKIDNON,QUEZON,1999,5
Region X - Northern Mindanao,BUKIDNON,QUEZON,2000,7
Region X - Northern Mindanao,BUKIDNON,QUEZON,2001,2
Region X - Northern Mindanao,BUKIDNON,QUEZON,2002,3
Region X - Northern Mindanao,BUKIDNON,QUEZON,2003,4
Region X - Northern Mindanao,BUKIDNON,QUEZON,2004,3
Region X - Northern Mindanao,BUKIDNON,QUEZON,2005,8
Region X - Northern Mindanao,BUKIDNON,QUEZON,2006,10
Region X - Northern Mindanao,BUKIDNON,QUEZON,2007,7
Region X - Northern Mindanao,BUKIDNON,QUEZON,2008,5
Region X - Northern Mindanao,BUKIDNON,QUEZON,2009,6
Region X - Northern Mindanao,BUKIDNON,QUEZON,2010,14
Region X - Northern Mindanao,BUKIDNON,QUEZON,2011,11
Region X - Northern Mindanao,BUKIDNON,QUEZON,2012,8
Region X - Northern Mindanao,BUKIDNON,QUEZON,2013,16
Region X - Northern Mindanao,BUKIDNON,QUEZON,2014,12
Region X - Northern Mindanao,BUKIDNON,QUEZON,2015,20
Region X - Northern Mindanao,BUKIDNON,QUEZON,2016,20
Region X - Northern Mindanao,BUKIDNON,QUEZON,2017,25
Region X - Northern Mindanao,BUKIDNON,QUEZON,2018,23
Region X - Northern Mindanao,BUKIDNON,QUEZON,2019,18
Region X - Northern Mindanao,BUKIDNON,QUEZON,2020,3
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,1992,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,1996,5
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,1997,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,1999,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2004,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2005,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2006,2
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2007,2
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2008,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2009,2
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2010,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2012,2
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2013,2
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2014,2
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2015,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2017,1
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2018,2
Region X - Northern Mindanao,BUKIDNON,SAN FERNANDO,2019,3
Region X - Northern Mindanao,BUKIDNON,SUMILAO,1998,3
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2000,1
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2002,1
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2004,3
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2007,9
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2008,2
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2010,5
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2012,2
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2013,2
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2015,3
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2016,6
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2017,2
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2018,1
Region X - Northern Mindanao,BUKIDNON,SUMILAO,2019,5
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1988,1
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1989,4
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1990,4
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1991,3
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1992,1
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1993,1
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1994,1
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1995,3
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1996,1
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1997,3
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1998,2
Region X - Northern Mindanao,BUKIDNON,TALAKAG,1999,3
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2000,5
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2002,5
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2003,2
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2004,8
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2005,1
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2006,9
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2007,2
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2008,9
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2009,3
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2010,5
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2012,5
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2013,3
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2014,4
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2015,2
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2016,4
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2017,2
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2018,10
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2019,7
Region X - Northern Mindanao,BUKIDNON,TALAKAG,2020,3
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1988,11
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1989,5
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1990,8
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1991,19
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1992,10
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1993,12
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1994,20
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1995,5
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1996,23
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1997,13
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1998,11
Region X - Northern Mindanao,BUKIDNON,VALENCIA,1999,13
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2000,10
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2001,13
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2002,21
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2003,31
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2004,35
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2005,31
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2006,86
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2007,65
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2008,75
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2009,58
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2010,47
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2011,56
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2012,75
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2013,77
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2014,74
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2015,74
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2016,100
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2017,82
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2018,74
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2019,76
Region X - Northern Mindanao,BUKIDNON,VALENCIA,2020,15
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,1989,4
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,1990,2
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,1991,1
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,1992,6
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,1993,6
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,1995,2
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,1998,1
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,1999,2
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,2000,1
Region X - Northern Mindanao,BUKIDNON,NOT REPORTED,2007,1
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1988,7
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1989,1
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1990,7
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1991,3
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1992,7
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1993,5
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1994,3
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1995,5
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1997,10
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1998,1
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,1999,4
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2000,4
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2001,6
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2002,7
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2003,2
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2004,2
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2005,6
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2006,6
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2007,6
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2008,3
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2009,7
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2010,1
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2011,4
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2012,2
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2013,2
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2014,5
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2015,3
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2016,6
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2017,8
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2018,4
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2019,4
Region X - Northern Mindanao,CAMIGUIN,CATARMAN,2020,6
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,1988,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,1991,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,1992,3
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,1995,2
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,1996,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2000,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2002,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2008,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2010,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2011,2
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2013,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2014,2
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2016,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2017,1
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2018,2
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2019,4
Region X - Northern Mindanao,CAMIGUIN,GUINSILIBAN,2020,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1988,2
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1990,3
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1991,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1992,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1993,4
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1994,2
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1995,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1996,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1997,3
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1998,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,1999,12
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2000,4
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2001,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2002,3
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2003,5
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2004,3
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2005,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2006,3
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2007,9
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2008,10
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2009,3
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2010,1
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2011,2
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2013,7
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2014,10
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2015,12
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2016,12
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2017,5
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2018,3
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2019,7
Region X - Northern Mindanao,CAMIGUIN,MAHINOG,2020,4
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1988,3
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1989,7
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1990,4
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1991,7
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1992,6
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1993,9
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1994,11
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1995,8
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1996,8
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1997,9
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1998,9
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),1999,18
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2000,11
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2001,10
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2002,15
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2003,9
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2004,12
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2005,18
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2006,20
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2007,8
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2008,11
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2009,9
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2010,21
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2011,15
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2012,24
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2013,16
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2014,15
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2015,11
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2016,12
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2017,14
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2018,20
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2019,22
Region X - Northern Mindanao,CAMIGUIN,MAMBAJAO (CAPITAL),2020,5
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1988,1
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1989,3
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1990,2
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1992,5
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1993,4
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1994,1
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1995,1
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1996,2
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1997,8
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1998,1
Region X - Northern Mindanao,CAMIGUIN,SAGAY,1999,1
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2000,3
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2001,6
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2002,3
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2003,4
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2004,7
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2006,3
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2007,1
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2008,4
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2009,5
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2010,3
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2011,2
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2012,2
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2013,3
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2014,6
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2015,4
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2017,4
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2018,3
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2019,6
Region X - Northern Mindanao,CAMIGUIN,SAGAY,2020,1
Region X - Northern Mindanao,MISAMIS OCCIDENTAL,ALORAN,1988,2
